participant	steering_method	speed_method	hit	coin	time	direction	distance	altitude	sharpness	missdistance	traveldistance
P17	LeaningMethod	LeaningMethod	FALSE	10	73.08008	Left	Short	Up	Default	6.958421	10206
P17	LeaningMethod	LeaningMethod	FALSE	11	88.2002	Left	Medium	Down	Smooth	82.26039	12333.48
P17	LeaningMethod	LeaningMethod	TRUE	12	100.1201	Left	Long	Same	Smooth	0	13599.3
P17	LeaningMethod	LeaningMethod	FALSE	13	105.2998	Right	Medium	Down	Sharp	4.139826	14347.15
P17	LeaningMethod	LeaningMethod	TRUE	14	112.8398	Right	Short	Down	Smooth	0	14831.78
P17	LeaningMethod	LeaningMethod	FALSE	15	115.5801	Straight	Long	Down	Sharp	9.292591	15567.16
P18	LeaningMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	12.51715	4209.462
P18	LeaningMethod	ControllerDistanceMethod	FALSE	1	41.94	Straight	Medium	Up	Smooth	12.12513	5658.127
P18	LeaningMethod	ControllerDistanceMethod	FALSE	2	45.12	Straight	Short	Up	Sharp	36.34172	6261.143
P18	LeaningMethod	ControllerDistanceMethod	FALSE	3	71.73999	Left	Long	Down	Default	20.03082	12332.08
P18	LeaningMethod	ControllerDistanceMethod	FALSE	4	75.82001	Straight	Short	Same	Sharp	28.46709	13007.47
P18	LeaningMethod	ControllerDistanceMethod	FALSE	5	83.38	Right	Long	Up	Smooth	13.3235	15196.21
P18	LeaningMethod	ControllerDistanceMethod	FALSE	6	85.44	Straight	Medium	Same	Default	32.94828	15700.71
P18	LeaningMethod	ControllerDistanceMethod	FALSE	7	87.12	Left	Medium	Up	Sharp	114.9362	16248.47
P18	LeaningMethod	ControllerDistanceMethod	FALSE	8	89.03998	Right	Short	Down	Sharp	31.92354	16641.83
P18	LeaningMethod	ControllerDistanceMethod	FALSE	9	93.62	Straight	Medium	Down	Sharp	60.00413	17148.66
P18	LeaningMethod	ControllerDistanceMethod	FALSE	10	97.40002	Left	Short	Same	Smooth	11.46212	17476.46
P18	LeaningMethod	ControllerDistanceMethod	FALSE	11	101.72	Right	Long	Down	Default	10.15851	18292.27
P18	LeaningMethod	ControllerDistanceMethod	FALSE	12	110.5	Right	Long	Same	Smooth	23.85137	19282.88
P18	LeaningMethod	ControllerDistanceMethod	TRUE	13	115.82	Left	Medium	Down	Default	0	19619.18
P18	LeaningMethod	ControllerDistanceMethod	TRUE	14	118.52	Left	Short	Same	Default	0	19907.23
P18	LeaningMethod	ControllerDistanceMethod	TRUE	15	139.98	Right	Long	Up	Smooth	0	22365.18
P18	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	4639.644
P18	LeaningMethod	LeaningMethod	FALSE	1	6.76001	Straight	Medium	Up	Smooth	4.762141	5182.196
P18	LeaningMethod	LeaningMethod	FALSE	2	16.53992	Left	Long	Same	Sharp	146.6042	6517.588
P18	LeaningMethod	LeaningMethod	FALSE	3	18.59998	Left	Short	Down	Sharp	584.82	6734.396
P18	LeaningMethod	LeaningMethod	FALSE	4	21.27991	Straight	Short	Up	Default	265.2542	7110.097
P18	LeaningMethod	LeaningMethod	TRUE	5	22.5	Right	Short	Same	Default	0	7292.948
P18	LeaningMethod	LeaningMethod	FALSE	6	28.63989	Right	Long	Down	Smooth	5.626594	8288.458
P18	LeaningMethod	LeaningMethod	TRUE	7	33.17993	Straight	Medium	Same	Smooth	0	8623.686
P18	LeaningMethod	LeaningMethod	TRUE	8	39.69995	Right	Short	Up	Smooth	0	8903.549
P18	LeaningMethod	LeaningMethod	TRUE	9	46.37988	Straight	Long	Same	Default	0	9579.681
P18	LeaningMethod	LeaningMethod	FALSE	10	52.12	Left	Medium	Up	Sharp	2.932071	10475.53
P18	LeaningMethod	LeaningMethod	FALSE	11	61.53992	Right	Short	Same	Sharp	166.4441	11975.87
P18	LeaningMethod	LeaningMethod	FALSE	12	65.63989	Right	Medium	Up	Default	795.9598	12345.66
P18	LeaningMethod	LeaningMethod	TRUE	13	73.31995	Left	Long	Down	Smooth	0	13281.24
P18	LeaningMethod	LeaningMethod	TRUE	14	75.71997	Left	Medium	Down	Sharp	0	13689.12
P18	LeaningMethod	LeaningMethod	TRUE	15	81.97998	Straight	Long	Down	Default	0	14436.27
P18	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	3150.473
P18	ControllerMethod	ControllerDistanceMethod	TRUE	1	11.12	Straight	Medium	Up	Smooth	0	3555.602
P18	ControllerMethod	ControllerDistanceMethod	TRUE	2	15.91992	Straight	Short	Up	Default	0	3756.669
P18	ControllerMethod	ControllerDistanceMethod	TRUE	3	20.75989	Straight	Short	Same	Default	0	3954.783
P18	ControllerMethod	ControllerDistanceMethod	TRUE	4	26.68005	Right	Medium	Same	Sharp	0	4359.529
P18	ControllerMethod	ControllerDistanceMethod	FALSE	5	29.55994	Left	Short	Up	Sharp	7.24498	4629.152
P18	ControllerMethod	ControllerDistanceMethod	TRUE	6	33.71985	Right	Long	Same	Sharp	0	5133.702
P18	ControllerMethod	ControllerDistanceMethod	FALSE	7	37.38	Left	Short	Up	Smooth	2.145904	5411.907
P18	ControllerMethod	ControllerDistanceMethod	TRUE	8	44.57996	Left	Long	Down	Smooth	0	5947.926
P18	ControllerMethod	ControllerDistanceMethod	TRUE	9	50.14001	Straight	Long	Same	Smooth	0	6563.837
P18	ControllerMethod	ControllerDistanceMethod	TRUE	10	54.18005	Right	Medium	Down	Default	0	6967.851
P18	ControllerMethod	ControllerDistanceMethod	TRUE	11	59.25989	Right	Long	Down	Default	0	7573.419
P18	ControllerMethod	ControllerDistanceMethod	TRUE	12	60.97986	Right	Short	Same	Smooth	0	7781.522
P18	ControllerMethod	ControllerDistanceMethod	FALSE	13	68.92004	Straight	Medium	Up	Sharp	3.279717	8612.356
P18	ControllerMethod	ControllerDistanceMethod	FALSE	14	70.0199	Left	Medium	Down	Default	274.8097	9059.108
P18	ControllerMethod	ControllerDistanceMethod	TRUE	15	159.7198	Left	Long	Down	Sharp	0	18429.09
P18	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	4734.9
P18	ControllerMethod	LeaningMethod	TRUE	1	10.76001	Straight	Medium	Up	Smooth	0	5137.139
P18	ControllerMethod	LeaningMethod	TRUE	2	19.47998	Straight	Long	Up	Smooth	0	5741.82
P18	ControllerMethod	LeaningMethod	TRUE	3	23.34009	Straight	Medium	Same	Default	0	6145.493
P18	ControllerMethod	LeaningMethod	TRUE	4	26.69995	Right	Medium	Same	Sharp	0	6544.842
P18	ControllerMethod	LeaningMethod	FALSE	5	33.1001	Left	Long	Up	Default	3.649422	7162.714
P18	ControllerMethod	LeaningMethod	FALSE	6	34.97998	Right	Short	Same	Default	180.3939	7361.911
P18	ControllerMethod	LeaningMethod	TRUE	7	41.65991	Left	Long	Same	Sharp	0	7932.688
P18	ControllerMethod	LeaningMethod	TRUE	8	43.3999	Straight	Short	Down	Default	0	8137.571
P18	ControllerMethod	LeaningMethod	FALSE	9	45.34009	Right	Short	Up	Sharp	1.856109	8417.271
P18	ControllerMethod	LeaningMethod	FALSE	10	47.14014	Left	Short	Up	Default	152.0913	8615.095
P18	ControllerMethod	LeaningMethod	TRUE	11	52.02002	Left	Medium	Down	Smooth	0	9071.522
P18	ControllerMethod	LeaningMethod	TRUE	12	57.65991	Left	Long	Same	Smooth	0	9677.616
P18	ControllerMethod	LeaningMethod	FALSE	13	61.5	Right	Medium	Down	Sharp	5.514805	10158.59
P18	ControllerMethod	LeaningMethod	FALSE	14	62.97998	Right	Short	Down	Smooth	12.01843	10379.51
P18	ControllerMethod	LeaningMethod	TRUE	15	66.52002	Straight	Long	Down	Sharp	0	10895.25
P19	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	637.8948
P19	LeaningMethod	LeaningMethod	TRUE	1	43.68005	Straight	Medium	Up	Smooth	0	1408.128
P19	LeaningMethod	LeaningMethod	FALSE	2	47.34009	Straight	Short	Up	Sharp	4.324825	1718.997
P19	LeaningMethod	LeaningMethod	TRUE	3	53.28003	Left	Long	Down	Default	0	2218.293
P19	LeaningMethod	LeaningMethod	FALSE	4	56.80005	Straight	Short	Same	Sharp	5.523983	2596.283
P19	LeaningMethod	LeaningMethod	TRUE	5	91.14001	Right	Long	Up	Smooth	0	3393.442
P19	LeaningMethod	LeaningMethod	FALSE	6	99.42004	Straight	Medium	Same	Default	5.210049	4040.99
P19	LeaningMethod	LeaningMethod	FALSE	7	114.9401	Left	Medium	Up	Sharp	107.3015	4707.828
P19	LeaningMethod	LeaningMethod	FALSE	8	118.26	Right	Short	Down	Sharp	12.85359	4935.024
P19	LeaningMethod	LeaningMethod	FALSE	9	123.9	Straight	Medium	Down	Sharp	20.37974	5350.489
P19	LeaningMethod	LeaningMethod	TRUE	10	125.96	Left	Short	Same	Smooth	0	5460.621
P19	LeaningMethod	LeaningMethod	TRUE	11	136.92	Right	Long	Down	Default	0	6124.305
P19	LeaningMethod	LeaningMethod	TRUE	12	147.52	Right	Long	Same	Smooth	0	6801.141
P19	LeaningMethod	LeaningMethod	TRUE	13	154.98	Left	Medium	Down	Default	0	7346.667
P19	LeaningMethod	LeaningMethod	TRUE	14	159.1	Left	Short	Same	Default	0	7554.353
P19	LeaningMethod	LeaningMethod	TRUE	15	183.38	Right	Long	Up	Smooth	0	8466.42
P19	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	4233.998
P19	ControllerMethod	LeaningMethod	TRUE	1	24.62	Straight	Medium	Up	Smooth	0	4642.416
P19	ControllerMethod	LeaningMethod	TRUE	2	33	Left	Long	Same	Sharp	0	5247.058
P19	ControllerMethod	LeaningMethod	FALSE	3	38.40002	Left	Short	Down	Sharp	5.950955	5532.934
P19	ControllerMethod	LeaningMethod	TRUE	4	39.66003	Straight	Short	Up	Default	0	5646.217
P19	ControllerMethod	LeaningMethod	FALSE	5	41.4801	Right	Short	Same	Default	2.500356	6054.128
P19	ControllerMethod	LeaningMethod	FALSE	6	56.33997	Right	Long	Down	Smooth	101.7706	6614.365
P19	ControllerMethod	LeaningMethod	TRUE	7	61.24011	Straight	Medium	Same	Smooth	0	6937.699
P19	ControllerMethod	LeaningMethod	FALSE	8	63.94006	Right	Short	Up	Smooth	3.821718	7217.976
P19	ControllerMethod	LeaningMethod	TRUE	9	69.49988	Straight	Long	Same	Default	0	7761.066
P19	ControllerMethod	LeaningMethod	FALSE	10	77.96008	Left	Medium	Up	Sharp	3.356662	8279.333
P19	ControllerMethod	LeaningMethod	FALSE	11	92.05994	Right	Short	Same	Sharp	13.12115	8745.671
P19	ControllerMethod	LeaningMethod	FALSE	12	94.20007	Right	Medium	Up	Default	7.639518	9176.397
P19	ControllerMethod	LeaningMethod	FALSE	13	101.3199	Left	Long	Down	Smooth	66.05953	9906.98
P19	ControllerMethod	LeaningMethod	TRUE	14	107.4	Left	Medium	Down	Sharp	0	10253.29
P19	ControllerMethod	LeaningMethod	TRUE	15	117.0199	Straight	Long	Down	Default	0	10866.4
P19	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	4072.606
P19	LeaningMethod	ControllerDistanceMethod	TRUE	1	11.28003	Straight	Medium	Up	Smooth	0	4498.834
P19	LeaningMethod	ControllerDistanceMethod	TRUE	2	16.86011	Straight	Short	Up	Default	0	4733.006
P19	LeaningMethod	ControllerDistanceMethod	TRUE	3	22.86011	Straight	Short	Same	Default	0	4949.746
P19	LeaningMethod	ControllerDistanceMethod	TRUE	4	32	Right	Medium	Same	Sharp	0	5417.635
P19	LeaningMethod	ControllerDistanceMethod	FALSE	5	39.11987	Left	Short	Up	Sharp	5.365717	5779.277
P19	LeaningMethod	ControllerDistanceMethod	TRUE	6	44.15991	Right	Long	Same	Sharp	0	6319.998
P19	LeaningMethod	ControllerDistanceMethod	FALSE	7	51.73999	Left	Short	Up	Smooth	5.596396	6912.581
P19	LeaningMethod	ControllerDistanceMethod	TRUE	8	62.6001	Left	Long	Down	Smooth	0	7515.349
P19	LeaningMethod	ControllerDistanceMethod	TRUE	9	72.65991	Straight	Long	Same	Smooth	0	8158.686
P19	LeaningMethod	ControllerDistanceMethod	TRUE	10	81.45996	Right	Medium	Down	Default	0	8667.319
P19	LeaningMethod	ControllerDistanceMethod	FALSE	11	93.17993	Right	Long	Down	Default	5.836715	9529.002
P19	LeaningMethod	ControllerDistanceMethod	TRUE	12	95.45996	Right	Short	Same	Smooth	0	9652.735
P19	LeaningMethod	ControllerDistanceMethod	TRUE	13	104.74	Straight	Medium	Up	Sharp	0	10623.14
P19	LeaningMethod	ControllerDistanceMethod	TRUE	14	114.3999	Left	Medium	Down	Default	0	11296.46
P19	LeaningMethod	ControllerDistanceMethod	FALSE	15	121.8	Left	Long	Down	Sharp	5.221477	12033.96
P19	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	3788.722
P19	ControllerMethod	ControllerDistanceMethod	TRUE	1	10.13989	Straight	Medium	Up	Smooth	0	4192.723
P19	ControllerMethod	ControllerDistanceMethod	TRUE	2	18.34009	Straight	Long	Up	Smooth	0	4801.243
P19	ControllerMethod	ControllerDistanceMethod	TRUE	3	23.09985	Straight	Medium	Same	Default	0	5208.416
P19	ControllerMethod	ControllerDistanceMethod	TRUE	4	27.58008	Right	Medium	Same	Sharp	0	5623.607
P19	ControllerMethod	ControllerDistanceMethod	TRUE	5	34.17993	Left	Long	Up	Default	0	6276.066
P19	ControllerMethod	ControllerDistanceMethod	TRUE	6	37.19995	Right	Short	Same	Default	0	6499.766
P19	ControllerMethod	ControllerDistanceMethod	TRUE	7	45.28003	Left	Long	Same	Sharp	0	7176.08
P19	ControllerMethod	ControllerDistanceMethod	TRUE	8	48.52002	Straight	Short	Down	Default	0	7378.439
P19	ControllerMethod	ControllerDistanceMethod	FALSE	9	50.41992	Right	Short	Up	Sharp	5.240774	7666.996
P19	ControllerMethod	ControllerDistanceMethod	TRUE	10	51.3999	Left	Short	Up	Default	0	7772.144
P19	ControllerMethod	ControllerDistanceMethod	FALSE	11	55.58008	Left	Medium	Down	Smooth	4.78161	8360.527
P19	ControllerMethod	ControllerDistanceMethod	FALSE	12	64.3999	Left	Long	Same	Smooth	7.542829	9308.745
P19	ControllerMethod	ControllerDistanceMethod	TRUE	13	68.69995	Right	Medium	Down	Sharp	0	9646.284
P19	ControllerMethod	ControllerDistanceMethod	TRUE	14	72.07983	Right	Short	Down	Smooth	0	9852.151
P19	ControllerMethod	ControllerDistanceMethod	TRUE	15	77.41992	Straight	Long	Down	Sharp	0	10468.94
P1	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	2471.537
P1	ControllerMethod	ControllerDistanceMethod	TRUE	1	9.299927	Straight	Medium	Up	Smooth	0	2876.257
P1	ControllerMethod	ControllerDistanceMethod	TRUE	2	11.55994	Straight	Short	Up	Sharp	0	3074.917
P1	ControllerMethod	ControllerDistanceMethod	TRUE	3	21.29993	Left	Long	Down	Default	0	3686.717
P1	ControllerMethod	ControllerDistanceMethod	TRUE	4	24.77991	Straight	Short	Same	Sharp	0	3892.625
P1	ControllerMethod	ControllerDistanceMethod	TRUE	5	32.81995	Right	Long	Up	Smooth	0	4498.252
P1	ControllerMethod	ControllerDistanceMethod	TRUE	6	39.93994	Straight	Medium	Same	Default	0	4902.383
P1	ControllerMethod	ControllerDistanceMethod	TRUE	7	45.99988	Left	Medium	Up	Sharp	0	5308.814
P1	ControllerMethod	ControllerDistanceMethod	TRUE	8	49.73987	Right	Short	Down	Sharp	0	5520.791
P1	ControllerMethod	ControllerDistanceMethod	TRUE	9	55.37988	Straight	Medium	Down	Sharp	0	5934.678
P1	ControllerMethod	ControllerDistanceMethod	TRUE	10	58.33997	Left	Short	Same	Smooth	0	6144.445
P1	ControllerMethod	ControllerDistanceMethod	TRUE	11	65.15991	Right	Long	Down	Default	0	6764.399
P1	ControllerMethod	ControllerDistanceMethod	TRUE	12	73.8999	Right	Long	Same	Smooth	0	7363.49
P1	ControllerMethod	ControllerDistanceMethod	TRUE	13	80.73987	Left	Medium	Down	Default	0	7777.608
P1	ControllerMethod	ControllerDistanceMethod	TRUE	14	84.07996	Left	Short	Same	Default	0	7974.548
P1	ControllerMethod	ControllerDistanceMethod	TRUE	15	94.85986	Right	Long	Up	Smooth	0	8747.779
P1	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	1105.411
P1	LeaningMethod	ControllerDistanceMethod	TRUE	1	17	Straight	Medium	Up	Smooth	0	1550.406
P1	LeaningMethod	ControllerDistanceMethod	TRUE	2	31.17993	Left	Long	Same	Sharp	0	2207.444
P1	LeaningMethod	ControllerDistanceMethod	TRUE	3	35.07983	Left	Short	Down	Sharp	0	2416.221
P1	LeaningMethod	ControllerDistanceMethod	TRUE	4	40.5	Straight	Short	Up	Default	0	2668.034
P1	LeaningMethod	ControllerDistanceMethod	TRUE	5	44.01978	Right	Short	Same	Default	0	2887.246
P1	LeaningMethod	ControllerDistanceMethod	FALSE	6	55.63989	Right	Long	Down	Smooth	2.852983	3752.441
P1	LeaningMethod	ControllerDistanceMethod	TRUE	7	60.75977	Straight	Medium	Same	Smooth	0	4073.814
P1	LeaningMethod	ControllerDistanceMethod	FALSE	8	122.9998	Right	Short	Up	Smooth	4.4767	4623.553
P1	LeaningMethod	ControllerDistanceMethod	TRUE	9	133.5598	Straight	Long	Same	Default	0	5149.137
P1	LeaningMethod	ControllerDistanceMethod	TRUE	10	171.6799	Left	Medium	Up	Sharp	0	5605.088
P1	LeaningMethod	ControllerDistanceMethod	TRUE	11	178.6799	Right	Short	Same	Sharp	0	5815.516
P1	LeaningMethod	ControllerDistanceMethod	TRUE	12	182.9399	Right	Medium	Up	Default	0	6246.472
P1	LeaningMethod	ControllerDistanceMethod	TRUE	13	195.4797	Left	Long	Down	Smooth	0	6961.278
P1	LeaningMethod	ControllerDistanceMethod	TRUE	14	203.1199	Left	Medium	Down	Sharp	0	7380.321
P1	LeaningMethod	ControllerDistanceMethod	TRUE	15	212.2598	Straight	Long	Down	Default	0	8001.826
P1	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	1931.366
P1	ControllerMethod	LeaningMethod	TRUE	1	9.600098	Straight	Medium	Up	Smooth	0	2334.068
P1	ControllerMethod	LeaningMethod	TRUE	2	12.62012	Straight	Short	Up	Default	0	2534.798
P1	ControllerMethod	LeaningMethod	TRUE	3	15.62012	Straight	Short	Same	Default	0	2735.641
P1	ControllerMethod	LeaningMethod	TRUE	4	21.95996	Right	Medium	Same	Sharp	0	3141.581
P1	ControllerMethod	LeaningMethod	TRUE	5	27.02002	Left	Short	Up	Sharp	0	3352.453
P1	ControllerMethod	LeaningMethod	TRUE	6	35.21997	Right	Long	Same	Sharp	0	4020.26
P1	ControllerMethod	LeaningMethod	TRUE	7	39.73999	Left	Short	Up	Smooth	0	4227.133
P1	ControllerMethod	LeaningMethod	TRUE	8	45.23999	Left	Long	Down	Smooth	0	4828.873
P1	ControllerMethod	LeaningMethod	TRUE	9	54.95996	Straight	Long	Same	Smooth	0	5433.558
P1	ControllerMethod	LeaningMethod	TRUE	10	59.61987	Right	Medium	Down	Default	0	5844.814
P1	ControllerMethod	LeaningMethod	TRUE	11	67.95996	Right	Long	Down	Default	0	6446.105
P1	ControllerMethod	LeaningMethod	TRUE	12	71.13989	Right	Short	Same	Smooth	0	6645.562
P1	ControllerMethod	LeaningMethod	TRUE	13	80.3999	Straight	Medium	Up	Sharp	0	7058.899
P1	ControllerMethod	LeaningMethod	TRUE	14	87.61987	Left	Medium	Down	Default	0	7464.537
P1	ControllerMethod	LeaningMethod	TRUE	15	95.82007	Left	Long	Down	Sharp	0	8075.823
P1	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	25.97098
P1	LeaningMethod	LeaningMethod	TRUE	1	11.99997	Straight	Medium	Up	Smooth	0	448.4779
P1	LeaningMethod	LeaningMethod	TRUE	2	23.17999	Straight	Long	Up	Smooth	0	1066.571
P1	LeaningMethod	LeaningMethod	TRUE	3	31.15997	Straight	Medium	Same	Default	0	1484.172
P1	LeaningMethod	LeaningMethod	TRUE	4	36.99997	Right	Medium	Same	Sharp	0	1918.533
P1	LeaningMethod	LeaningMethod	TRUE	5	44.53998	Left	Long	Up	Default	0	2689.389
P1	LeaningMethod	LeaningMethod	TRUE	6	46.59998	Right	Short	Same	Default	0	2916.369
P1	LeaningMethod	LeaningMethod	TRUE	7	55.47998	Left	Long	Same	Sharp	0	3664.723
P1	LeaningMethod	LeaningMethod	TRUE	8	60.41995	Straight	Short	Down	Default	0	3912.768
P1	LeaningMethod	LeaningMethod	TRUE	9	65.29996	Right	Short	Up	Sharp	0	4125.186
P1	LeaningMethod	LeaningMethod	TRUE	10	71.89996	Left	Short	Up	Default	0	4421.768
P1	LeaningMethod	LeaningMethod	TRUE	11	75.03995	Left	Medium	Down	Smooth	0	4833.787
P1	LeaningMethod	LeaningMethod	TRUE	12	81.93997	Left	Long	Same	Smooth	0	5497.444
P1	LeaningMethod	LeaningMethod	TRUE	13	85.05997	Right	Medium	Down	Sharp	0	5910.536
P1	LeaningMethod	LeaningMethod	TRUE	14	86.65994	Right	Short	Down	Smooth	0	6118.745
P1	LeaningMethod	LeaningMethod	TRUE	15	95.21994	Straight	Long	Down	Sharp	0	6791.245
P20	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	809.1627
P20	ControllerMethod	LeaningMethod	FALSE	1	26.98001	Straight	Medium	Up	Smooth	7.021944	1285.16
P20	ControllerMethod	LeaningMethod	FALSE	2	34.45999	Straight	Short	Up	Sharp	93.97498	1531.509
P20	ControllerMethod	LeaningMethod	TRUE	3	54.67996	Left	Long	Down	Default	0	2590.888
P20	ControllerMethod	LeaningMethod	TRUE	4	61.57999	Straight	Short	Same	Sharp	0	2792.081
P20	ControllerMethod	LeaningMethod	FALSE	5	82.89999	Right	Long	Up	Smooth	6.689996	3488.399
P20	ControllerMethod	LeaningMethod	TRUE	6	88.07999	Straight	Medium	Same	Default	0	3801.154
P20	ControllerMethod	LeaningMethod	TRUE	7	95.28	Left	Medium	Up	Sharp	0	4205.852
P20	ControllerMethod	LeaningMethod	FALSE	8	98.69998	Right	Short	Down	Sharp	7.588885	4506.379
P20	ControllerMethod	LeaningMethod	TRUE	9	101.4799	Straight	Medium	Down	Sharp	0	4823.194
P20	ControllerMethod	LeaningMethod	TRUE	10	103.7	Left	Short	Same	Smooth	0	5026.227
P20	ControllerMethod	LeaningMethod	TRUE	11	110.5	Right	Long	Down	Default	0	5636.298
P20	ControllerMethod	LeaningMethod	TRUE	12	116.2199	Right	Long	Same	Smooth	0	6234.833
P20	ControllerMethod	LeaningMethod	TRUE	13	119.76	Left	Medium	Down	Default	0	6663.601
P20	ControllerMethod	LeaningMethod	TRUE	14	121.68	Left	Short	Same	Default	0	6861.396
P20	ControllerMethod	LeaningMethod	TRUE	15	128.7799	Right	Long	Up	Smooth	0	7470.095
P20	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	2560.29
P20	ControllerMethod	ControllerDistanceMethod	TRUE	1	6.200012	Straight	Medium	Up	Smooth	0	2961.283
P20	ControllerMethod	ControllerDistanceMethod	TRUE	2	12.82001	Left	Long	Same	Sharp	0	3560.157
P20	ControllerMethod	ControllerDistanceMethod	TRUE	3	15.29999	Left	Short	Down	Sharp	0	3771.822
P20	ControllerMethod	ControllerDistanceMethod	FALSE	4	18.12	Straight	Short	Up	Default	4.730956	4086.549
P20	ControllerMethod	ControllerDistanceMethod	TRUE	5	19.5	Right	Short	Same	Default	0	4190.948
P20	ControllerMethod	ControllerDistanceMethod	TRUE	6	26.86005	Right	Long	Down	Smooth	0	4797.339
P20	ControllerMethod	ControllerDistanceMethod	TRUE	7	30.91998	Straight	Medium	Same	Smooth	0	5196.62
P20	ControllerMethod	ControllerDistanceMethod	TRUE	8	33.65997	Right	Short	Up	Smooth	0	5401.466
P20	ControllerMethod	ControllerDistanceMethod	TRUE	9	40.15997	Straight	Long	Same	Default	0	5999.875
P20	ControllerMethod	ControllerDistanceMethod	TRUE	10	44.36005	Left	Medium	Up	Sharp	0	6408.813
P20	ControllerMethod	ControllerDistanceMethod	TRUE	11	48.77997	Right	Short	Same	Sharp	0	6607.486
P20	ControllerMethod	ControllerDistanceMethod	TRUE	12	51.75995	Right	Medium	Up	Default	0	7007.22
P20	ControllerMethod	ControllerDistanceMethod	TRUE	13	61.37994	Left	Long	Down	Smooth	0	7617.477
P20	ControllerMethod	ControllerDistanceMethod	TRUE	14	66.84003	Left	Medium	Down	Sharp	0	8015.499
P20	ControllerMethod	ControllerDistanceMethod	TRUE	15	72.01996	Straight	Long	Down	Default	0	8615.763
P20	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	2227.275
P20	LeaningMethod	LeaningMethod	TRUE	1	10.62	Straight	Medium	Up	Smooth	0	2631.926
P20	LeaningMethod	LeaningMethod	TRUE	2	15.16003	Straight	Short	Up	Default	0	2833.433
P20	LeaningMethod	LeaningMethod	TRUE	3	19.02002	Straight	Short	Same	Default	0	3037.791
P20	LeaningMethod	LeaningMethod	TRUE	4	25.16003	Right	Medium	Same	Sharp	0	3443.852
P20	LeaningMethod	LeaningMethod	TRUE	5	47.6001	Left	Short	Up	Sharp	0	4530.125
P20	LeaningMethod	LeaningMethod	TRUE	6	55.18005	Right	Long	Same	Sharp	0	5137.052
P20	LeaningMethod	LeaningMethod	TRUE	7	59.96008	Left	Short	Up	Smooth	0	5351.792
P20	LeaningMethod	LeaningMethod	TRUE	8	66.12	Left	Long	Down	Smooth	0	5987.264
P20	LeaningMethod	LeaningMethod	TRUE	9	72.32007	Straight	Long	Same	Smooth	0	6594.873
P20	LeaningMethod	LeaningMethod	TRUE	10	75.90002	Right	Medium	Down	Default	0	7000.789
P20	LeaningMethod	LeaningMethod	TRUE	11	80.38	Right	Long	Down	Default	0	7607.014
P20	LeaningMethod	LeaningMethod	TRUE	12	82.46008	Right	Short	Same	Smooth	0	7808.526
P20	LeaningMethod	LeaningMethod	FALSE	13	90.83997	Straight	Medium	Up	Sharp	6.771811	8271.377
P20	LeaningMethod	LeaningMethod	FALSE	14	98.73999	Left	Medium	Down	Default	14.39441	8808.484
P20	LeaningMethod	LeaningMethod	TRUE	15	106.3	Left	Long	Down	Sharp	0	9442.778
P20	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	3978.593
P20	LeaningMethod	ControllerDistanceMethod	TRUE	1	20.88	Straight	Medium	Up	Smooth	0	4650.992
P20	LeaningMethod	ControllerDistanceMethod	FALSE	2	35.78003	Straight	Long	Up	Smooth	5.667513	5773.118
P20	LeaningMethod	ControllerDistanceMethod	TRUE	3	40.96008	Straight	Medium	Same	Default	0	6093.761
P20	LeaningMethod	ControllerDistanceMethod	TRUE	4	44.84009	Right	Medium	Same	Sharp	0	6493.153
P20	LeaningMethod	ControllerDistanceMethod	TRUE	5	57.97998	Left	Long	Up	Default	0	7403.192
P20	LeaningMethod	ControllerDistanceMethod	TRUE	6	61.30005	Right	Short	Same	Default	0	7602.846
P20	LeaningMethod	ControllerDistanceMethod	TRUE	7	70.80005	Left	Long	Same	Sharp	0	8314.283
P20	LeaningMethod	ControllerDistanceMethod	TRUE	8	75	Straight	Short	Down	Default	0	8517.976
P20	LeaningMethod	ControllerDistanceMethod	TRUE	9	88.26001	Right	Short	Up	Sharp	0	9159.428
P20	LeaningMethod	ControllerDistanceMethod	TRUE	10	96.30005	Left	Short	Up	Default	0	9583.09
